target name,accession,tlen,query name,accession,qlen,E-value,score,bias,#,of,c-Evalue,i-Evalue,score,bias,hmm from,hmm to,ali from,ali to,env from,env to,acc,description of target
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,5,28,0.19,2.20E+02,2,0,5,48,571,615,568,630,0.71,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,6,28,0.11,1.30E+02,2.8,0,6,60,887,943,883,962,0.8,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,7,28,6.90E-05,0.08,13.1,0,3,68,987,1054,985,1068,0.84,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,8,28,0.0059,6.8,6.9,0,2,84,1090,1174,1089,1180,0.82,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,9,28,0.00063,0.73,10,0.4,5,73,1201,1271,1198,1286,0.83,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,10,28,0.0079,9.1,6.5,0,5,65,1307,1369,1304,1384,0.77,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,11,28,0.0031,3.5,7.8,0,2,62,1517,1578,1516,1610,0.76,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,12,28,0.86,1.00E+03,-0.1,0.1,4,92,1625,1716,1622,1718,0.74,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,13,28,0.0025,2.9,8.1,0.1,5,65,1738,1797,1734,1813,0.81,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,14,28,0.066,77,3.5,0.1,1,58,1832,1891,1832,1922,0.79,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,15,28,0.011,13,6,0,3,67,1939,2005,1937,2019,0.85,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,16,28,0.00012,0.14,12.3,0.1,5,61,2049,2107,2045,2129,0.76,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,17,28,3.4,3.90E+03,-2,0.1,5,46,2152,2192,2149,2221,0.74,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,18,28,7.10E-05,0.082,13.1,0,4,58,2256,2313,2253,2332,0.78,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,19,28,0.011,13,6,0,5,59,2362,2418,2359,2435,0.79,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,20,28,2.4,2.80E+03,-1.5,0.1,3,23,2464,2484,2462,2487,0.83,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,21,28,0.0074,8.5,6.6,0,6,93,2674,2759,2670,2769,0.77,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,22,28,0.0057,6.5,6.9,0,4,61,2777,2835,2774,2844,0.72,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,23,28,3.40E-06,0.004,17.3,0.5,3,86,2876,2957,2874,2972,0.76,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,24,28,0.00024,0.28,11.4,0,3,58,3195,3252,3193,3270,0.76,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,25,28,0.012,14,5.9,0,6,60,3303,3358,3299,3366,0.9,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,26,28,2,2.30E+03,-1.2,0,3,20,3407,3423,3405,3434,0.85,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,27,28,0.1,1.20E+02,2.9,0,4,46,3513,3554,3510,3577,0.88,Cadherin-like
Cadherin_3,PF16184.9,111,A0A6P7T0G5,-,4947,7.90E-38,129,80.1,28,28,2.6,3.00E+03,-1.7,0.1,4,33,3620,3650,3601,3654,0.65,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,1,24,0.001,1.2,9.2,0,3,74,53,119,51,123,0.76,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,2,24,1.6,1.80E+03,-1,0,34,64,518,548,488,549,0.7,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,3,24,0.042,49,4.1,0,43,65,635,657,611,658,0.87,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,4,24,0.094,1.10E+02,3,0,35,67,838,869,804,874,0.72,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,5,24,2.2,2.50E+03,-1.4,0,52,65,1058,1071,1044,1072,0.9,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,6,24,0.33,3.80E+02,1.2,0,40,81,1149,1189,1118,1191,0.83,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,7,24,0.0021,2.4,8.3,0,5,66,1225,1285,1221,1289,0.77,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,8,24,0.12,1.40E+02,2.6,0,37,64,1362,1389,1347,1391,0.87,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,9,24,0.1,1.20E+02,2.9,0,4,66,1435,1496,1432,1500,0.66,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,10,24,3.7,4.30E+03,-2.2,0,33,61,1569,1597,1548,1597,0.83,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,11,24,0.098,1.10E+02,2.9,0,42,64,1691,1713,1681,1718,0.92,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,12,24,1,1.20E+03,-0.3,0,43,66,1796,1818,1790,1822,0.78,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,13,24,0.22,2.60E+02,1.8,0,42,65,1896,1919,1888,1922,0.88,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,14,24,0.0006,0.69,10,0,37,65,1996,2024,1987,2029,0.88,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,15,24,2.1,2.40E+03,-1.3,0,38,64,2103,2129,2097,2130,0.81,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,16,24,0.094,1.10E+02,3,0,35,64,2205,2234,2173,2237,0.77,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,17,24,0.0076,8.8,6.5,0,30,64,2305,2339,2291,2343,0.89,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,18,24,7.1,8.20E+03,-3.1,0,45,65,2424,2444,2418,2444,0.89,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,19,24,2.4,2.70E+03,-1.5,0,44,65,2630,2651,2623,2653,0.88,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,20,24,0.36,4.20E+02,1.1,0,35,66,2726,2756,2695,2758,0.85,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,21,24,0.2,2.30E+02,1.9,0,5,65,2801,2859,2798,2860,0.8,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,22,24,2.1,2.40E+03,-1.3,0,41,62,3151,3172,3145,3175,0.87,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,23,24,0.015,18,5.5,0,34,66,3461,3493,3432,3497,0.78,Cadherin-like
Cadherin_2,PF08266.16,83,A0A6P7T0G5,-,4947,6.10E-30,103.1,0,24,24,1.7,2.00E+03,-1.1,0,50,66,3584,3600,3573,3608,0.78,Cadherin-like
Laminin_G_1,PF00054.27,131,A0A6P7T0G5,-,4947,1.40E-27,96.7,0.1,1,2,2.50E-23,2.90E-20,73,0,2,128,4022,4166,4021,4168,0.87,Laminin G domain
Laminin_G_1,PF00054.27,131,A0A6P7T0G5,-,4947,1.40E-27,96.7,0.1,2,2,6.30E-07,0.00073,20,0,2,130,4275,4400,4274,4401,0.76,Laminin G domain
Laminin_G_2,PF02210.28,126,A0A6P7T0G5,-,4947,1.40E-26,93.7,4.8,1,3,0.29,3.40E+02,1.9,0,23,111,2831,2928,2812,2931,0.71,Laminin G domain
Laminin_G_2,PF02210.28,126,A0A6P7T0G5,-,4947,1.40E-26,93.7,4.8,2,3,1.20E-19,1.40E-16,61.3,0.1,2,125,4022,4165,4021,4166,0.85,Laminin G domain
Laminin_G_2,PF02210.28,126,A0A6P7T0G5,-,4947,1.40E-26,93.7,4.8,3,3,8.60E-10,9.90E-07,29.5,0.1,1,126,4274,4398,4274,4398,0.83,Laminin G domain
EGF,PF00008.31,32,A0A6P7T0G5,-,4947,1.30E-16,60.6,85.8,1,6,2.30E-05,0.027,15,3.3,1,30,3826,3875,3826,3877,0.84,EGF-like domain
EGF,PF00008.31,32,A0A6P7T0G5,-,4947,1.30E-16,60.6,85.8,2,6,0.0004,0.46,11,6.5,1,32,3885,3916,3885,3916,0.89,EGF-like domain
EGF,PF00008.31,32,A0A6P7T0G5,-,4947,1.30E-16,60.6,85.8,3,6,2.60E-07,0.00031,21.2,8,1,30,3924,3951,3924,3953,0.91,EGF-like domain
EGF,PF00008.31,32,A0A6P7T0G5,-,4947,1.30E-16,60.6,85.8,4,6,8.10E-06,0.0094,16.4,10.8,1,25,3961,3984,3961,3986,0.98,EGF-like domain
EGF,PF00008.31,32,A0A6P7T0G5,-,4947,1.30E-16,60.6,85.8,5,6,1.30E-09,1.50E-06,28.5,5.4,1,31,4192,4221,4192,4221,0.95,EGF-like domain
EGF,PF00008.31,32,A0A6P7T0G5,-,4947,1.30E-16,60.6,85.8,6,6,0.026,30,5.2,1.9,1,22,4425,4445,4425,4446,0.91,EGF-like domain
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,1,15,0.97,1.10E+03,0.1,0,49,80,83,114,73,134,0.79,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,2,15,0.14,1.60E+02,2.9,0,48,73,521,546,508,556,0.77,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,3,15,1,1.20E+03,0,0,49,77,630,658,587,670,0.68,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,4,15,0.86,1.00E+03,0.3,0,57,76,949,967,934,980,0.77,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,5,15,0.057,66,4.1,0,48,80,1256,1288,1238,1312,0.8,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,6,15,4.3,4.90E+03,-2,0,54,74,1368,1388,1358,1401,0.82,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,7,15,0.0023,2.7,8.6,0,3,74,1642,1712,1641,1734,0.92,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,8,15,3.4,4.00E+03,-1.7,0,55,77,1898,1920,1890,1943,0.8,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,9,15,0.0015,1.7,9.2,0,45,81,1993,2029,1956,2049,0.68,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,10,15,0.16,1.90E+02,2.6,0,4,75,2170,2234,2167,2252,0.74,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,11,15,5,5.80E+03,-2.2,0,24,46,2573,2595,2571,2605,0.79,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,12,15,2.2,2.60E+03,-1.1,0,6,75,3004,3068,3001,3082,0.71,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,13,15,0.75,8.60E+02,0.5,0,54,75,3153,3174,3141,3188,0.81,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,14,15,3.9,4.50E+03,-1.9,0,53,78,3469,3494,3428,3503,0.65,RET Cadherin like domain 1
RET_CLD1,PF17756.5,124,A0A6P7T0G5,-,4947,8.90E-13,48.9,6.3,15,15,2.3,2.60E+03,-1.1,0,51,83,3575,3606,3567,3649,0.66,RET Cadherin like domain 1
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,1,21,0.41,4.70E+02,1.6,0,4,61,134,196,132,200,0.63,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,2,21,0.03,35,5.2,3.6,3,69,247,318,246,319,0.76,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,3,21,0.11,1.30E+02,3.4,0,2,32,572,603,571,648,0.73,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,4,21,4.9,5.70E+03,-1.9,0.4,3,43,888,932,887,943,0.69,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,5,21,0.018,20,6,0,3,68,991,1060,989,1062,0.78,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,6,21,0.00026,0.3,11.9,0.3,1,56,1093,1153,1093,1165,0.79,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,7,21,2.60E-05,0.03,15.1,0.8,1,69,1201,1274,1201,1275,0.85,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,8,21,0.19,2.20E+02,2.7,0.2,3,61,1309,1371,1307,1381,0.65,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,9,21,0.54,6.30E+02,1.2,0.4,4,53,1415,1469,1412,1489,0.62,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,10,21,0.0059,6.8,7.5,0.1,2,58,1521,1581,1520,1596,0.78,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,11,21,0.00058,0.67,10.7,0.5,2,67,1739,1805,1738,1808,0.78,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,12,21,0.0024,2.8,8.8,0.1,1,65,1836,1913,1836,1918,0.78,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,13,21,0.047,54,4.6,0.6,2,46,1942,1988,1941,2018,0.66,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,14,21,0.00016,0.18,12.5,0.5,1,69,2049,2120,2049,2121,0.84,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,15,21,0.02,23,5.8,0.2,2,68,2363,2433,2362,2435,0.7,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,16,21,0.16,1.90E+02,2.9,0.2,2,55,2779,2836,2778,2854,0.74,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,17,21,0.021,24,5.7,0.1,4,49,3200,3247,3198,3269,0.7,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,18,21,0.94,1.10E+03,0.4,0,13,46,3315,3351,3302,3381,0.65,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,19,21,0.006,7,7.5,0,3,53,3411,3466,3410,3487,0.61,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,20,21,2.9,3.40E+03,-1.1,0.1,2,31,3515,3547,3514,3563,0.75,Bacterial cadherin-like domain
Cadherin_4,PF17803.5,71,A0A6P7T0G5,-,4947,5.00E-11,43.2,116.1,21,21,5.5,6.30E+03,-2,0.3,3,17,3623,3637,3605,3670,0.64,Bacterial cadherin-like domain
Sde0182_C,PF21027.1,83,A0A6P7T0G5,-,4947,4.20E-07,30.7,0.6,1,6,0.77,8.90E+02,0.8,0,32,74,281,350,252,357,0.62,"Cellulose-binding protein Sde0182, C-terminal domain"
Sde0182_C,PF21027.1,83,A0A6P7T0G5,-,4947,4.20E-07,30.7,0.6,2,6,0.00037,0.43,11.4,0,44,82,1380,1417,1364,1418,0.82,"Cellulose-binding protein Sde0182, C-terminal domain"
Sde0182_C,PF21027.1,83,A0A6P7T0G5,-,4947,4.20E-07,30.7,0.6,3,6,0.74,8.60E+02,0.8,0,53,82,2128,2157,2103,2158,0.77,"Cellulose-binding protein Sde0182, C-terminal domain"
Sde0182_C,PF21027.1,83,A0A6P7T0G5,-,4947,4.20E-07,30.7,0.6,4,6,0.35,4.10E+02,1.9,0,53,70,2233,2250,2210,2254,0.76,"Cellulose-binding protein Sde0182, C-terminal domain"
Sde0182_C,PF21027.1,83,A0A6P7T0G5,-,4947,4.20E-07,30.7,0.6,5,6,0.3,3.40E+02,2.1,0,52,74,2337,2359,2298,2367,0.73,"Cellulose-binding protein Sde0182, C-terminal domain"
Sde0182_C,PF21027.1,83,A0A6P7T0G5,-,4947,4.20E-07,30.7,0.6,6,6,0.71,8.20E+02,0.9,0,29,75,3576,3619,3565,3620,0.64,"Cellulose-binding protein Sde0182, C-terminal domain"
hEGF,PF12661.11,22,A0A6P7T0G5,-,4947,6.10E-07,29.9,61,1,7,0.021,24,5.7,0.8,1,9,3831,3839,3831,3841,0.91,Human growth factor-like EGF
hEGF,PF12661.11,22,A0A6P7T0G5,-,4947,6.10E-07,29.9,61,2,7,0.39,4.50E+02,1.7,0.1,11,22,3862,3873,3860,3873,0.88,Human growth factor-like EGF
hEGF,PF12661.11,22,A0A6P7T0G5,-,4947,6.10E-07,29.9,61,3,7,0.0012,1.4,9.7,4.9,1,22,3890,3912,3890,3912,0.97,Human growth factor-like EGF
hEGF,PF12661.11,22,A0A6P7T0G5,-,4947,6.10E-07,29.9,61,4,7,8.00E-06,0.0092,16.6,5.5,1,22,3929,3949,3929,3949,0.97,Human growth factor-like EGF
hEGF,PF12661.11,22,A0A6P7T0G5,-,4947,6.10E-07,29.9,61,5,7,0.00013,0.15,12.8,6.6,1,19,3966,3984,3966,3985,0.98,Human growth factor-like EGF
hEGF,PF12661.11,22,A0A6P7T0G5,-,4947,6.10E-07,29.9,61,6,7,5.30E-05,0.061,14,2.5,1,22,4197,4218,4197,4218,0.95,Human growth factor-like EGF
hEGF,PF12661.11,22,A0A6P7T0G5,-,4947,6.10E-07,29.9,61,7,7,7.7,8.90E+03,-2.4,0.2,4,16,4433,4445,4430,4446,0.8,Human growth factor-like EGF
EGF_CA,PF07645.19,43,A0A6P7T0G5,-,4947,7.60E-06,26.3,11.7,1,5,1.5,1.70E+03,-0.5,2.1,26,43,3865,3885,3862,3885,0.79,Calcium-binding EGF domain
EGF_CA,PF07645.19,43,A0A6P7T0G5,-,4947,7.60E-06,26.3,11.7,2,5,6.50E-09,7.60E-06,26.3,11.7,1,35,3920,3950,3920,3961,0.89,Calcium-binding EGF domain
EGF_CA,PF07645.19,43,A0A6P7T0G5,-,4947,7.60E-06,26.3,11.7,3,5,0.21,2.40E+02,2.2,11.3,6,33,3962,3986,3953,3995,0.8,Calcium-binding EGF domain
EGF_CA,PF07645.19,43,A0A6P7T0G5,-,4947,7.60E-06,26.3,11.7,4,5,0.038,44,4.6,6.9,7,35,4194,4219,4191,4226,0.84,Calcium-binding EGF domain
EGF_CA,PF07645.19,43,A0A6P7T0G5,-,4947,7.60E-06,26.3,11.7,5,5,5.5,6.40E+03,-2.3,2.8,6,28,4426,4445,4421,4449,0.86,Calcium-binding EGF domain
CADH_Y-type_LIR,PF01049.21,60,A0A6P7T0G5,-,4947,3.10E-05,24.2,1.4,1,2,9.9,1.10E+04,-3.3,0,40,49,1887,1896,1873,1898,0.82,"Cadherin, Y-type LIR-motif"
CADH_Y-type_LIR,PF01049.21,60,A0A6P7T0G5,-,4947,3.10E-05,24.2,1.4,2,2,9.20E-08,0.00011,22.4,0.3,4,59,4853,4915,4850,4916,0.82,"Cadherin, Y-type LIR-motif"
TMEM154,PF15102.10,153,A0A6P7T0G5,-,4947,0.0036,17.3,0.1,1,1,9.50E-06,0.011,15.8,0.1,60,103,4452,4495,4435,4517,0.85,TMEM154 protein family
DUF6061,PF19537.3,81,A0A6P7T0G5,-,4947,0.019,14.9,0.2,1,1,4.40E-05,0.05,13.5,0.2,7,48,4824,4865,4818,4884,0.87,Family of unknown function (DUF6061)
Y_Y_Y,PF07495.17,65,A0A6P7T0G5,-,4947,0.026,14.6,1.2,1,6,4.3,4.90E+03,-2.3,0,36,59,275,299,274,301,0.82,Y_Y_Y domain
Y_Y_Y,PF07495.17,65,A0A6P7T0G5,-,4947,0.026,14.6,1.2,2,6,0.044,51,4.1,0,39,64,764,789,764,790,0.96,Y_Y_Y domain
Y_Y_Y,PF07495.17,65,A0A6P7T0G5,-,4947,0.026,14.6,1.2,3,6,9,1.00E+04,-3.3,0.1,40,50,1183,1193,1182,1207,0.76,Y_Y_Y domain
Y_Y_Y,PF07495.17,65,A0A6P7T0G5,-,4947,0.026,14.6,1.2,4,6,3.3,3.80E+03,-1.9,0.1,24,49,2484,2509,2482,2522,0.83,Y_Y_Y domain
Y_Y_Y,PF07495.17,65,A0A6P7T0G5,-,4947,0.026,14.6,1.2,5,6,1.8,2.10E+03,-1.1,0,39,64,3072,3098,3072,3099,0.92,Y_Y_Y domain
Y_Y_Y,PF07495.17,65,A0A6P7T0G5,-,4947,0.026,14.6,1.2,6,6,0.17,1.90E+02,2.2,0,36,64,3438,3464,3436,3465,0.79,Y_Y_Y domain
PspB,PF06667.16,73,A0A6P7T0G5,-,4947,0.21,11.9,0.1,1,1,0.00041,0.48,10.7,0.1,3,41,4458,4496,4456,4509,0.82,Phage shock protein B
DL-JAG_EGF-like,PF21700.1,26,A0A6P7T0G5,-,4947,3.8,7.8,25.2,1,3,0.049,57,4.1,0.1,9,23,3865,3879,3863,3881,0.89,"Delta-like/Jagged, EGF-like domain"
DL-JAG_EGF-like,PF21700.1,26,A0A6P7T0G5,-,4947,3.8,7.8,25.2,2,3,0.0079,9.2,6.6,0.8,11,26,3906,3921,3905,3921,0.94,"Delta-like/Jagged, EGF-like domain"
DL-JAG_EGF-like,PF21700.1,26,A0A6P7T0G5,-,4947,3.8,7.8,25.2,3,3,7.50E-05,0.086,13.1,2.7,2,23,3931,3955,3930,3958,0.86,"Delta-like/Jagged, EGF-like domain"
SQAPI,PF16845.9,83,A0A6P7T0G5,-,4947,9.6,6.9,8.2,1,4,0.0022,2.6,8.7,0.1,34,67,753,786,746,791,0.9,Aspartic acid proteinase inhibitor
SQAPI,PF16845.9,83,A0A6P7T0G5,-,4947,9.6,6.9,8.2,2,4,7.7,8.80E+03,-2.6,0.1,31,60,2742,2773,2725,2780,0.69,Aspartic acid proteinase inhibitor
SQAPI,PF16845.9,83,A0A6P7T0G5,-,4947,9.6,6.9,8.2,3,4,5.4,6.20E+03,-2.2,0.1,41,66,2858,2883,2819,2891,0.79,Aspartic acid proteinase inhibitor
SQAPI,PF16845.9,83,A0A6P7T0G5,-,4947,9.6,6.9,8.2,4,4,8.6,9.90E+03,-2.8,0,43,57,3282,3296,3244,3306,0.75,Aspartic acid proteinase inhibitor
Helicase_C_2,PF13307.10,170,A0A6P7T0J1,-,946,8.30E-51,172.6,1.8,1,3,6,2.10E+04,-4.5,1,22,62,111,150,108,155,0.59,Helicase C-terminal domain
Helicase_C_2,PF13307.10,170,A0A6P7T0J1,-,946,8.30E-51,172.6,1.8,2,3,2.6,9.10E+03,-3.3,0,41,59,439,456,416,470,0.61,Helicase C-terminal domain
Helicase_C_2,PF13307.10,170,A0A6P7T0J1,-,946,8.30E-51,172.6,1.8,3,3,3.40E-54,1.20E-50,172.1,0,2,169,729,917,728,918,0.96,Helicase C-terminal domain
DEAD_2,PF06733.19,172,A0A6P7T0J1,-,946,3.00E-50,170.4,6.3,1,3,1.3,4.60E+03,-2.7,0.8,60,76,172,187,111,221,0.55,DEAD_2
DEAD_2,PF06733.19,172,A0A6P7T0J1,-,946,3.00E-50,170.4,6.3,2,3,8.70E-54,3.00E-50,170.4,6.3,1,171,260,438,260,439,0.96,DEAD_2
DEAD_2,PF06733.19,172,A0A6P7T0J1,-,946,3.00E-50,170.4,6.3,3,3,0.56,1.90E+03,-1.5,0.1,5,33,442,471,440,477,0.72,DEAD_2
VP9,PF09625.14,79,A0A6P7T0J1,-,946,0.04,14.3,0.1,1,1,2.70E-05,0.093,13.1,0.1,27,73,272,320,247,326,0.87,VP9 protein
DUF5889,PF19237.3,115,A0A6P7T0J1,-,946,0.055,13.8,0.4,1,1,6.10E-05,0.21,11.9,0.4,23,87,482,548,461,562,0.76,Family of unknown function (DUF5889)
Glyco_hydro_4C,PF11975.12,211,A0A6P7T0J1,-,946,0.4,10.8,0,1,2,6,2.10E+04,-5.1,5.2,9,30,140,167,97,275,0.59,Family 4 glycosyl hydrolase C-terminal domain
Glyco_hydro_4C,PF11975.12,211,A0A6P7T0J1,-,946,0.4,10.8,0,2,2,0.00012,0.4,10.8,0,117,173,572,661,449,676,0.71,Family 4 glycosyl hydrolase C-terminal domain
