qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore
comp163624_c0_seq7,tr|A0A0L8GI04|A0A0L8GI04_OCTBM,98.182,55,1,0,1173,1337,1,55,1.93e-30,"114
"
comp161212_c1_seq1,tr|A0A0L8FJS4|A0A0L8FJS4_OCTBM,100.0,373,0,0,2083,3201,1,373,0.0,"707
"
comp161212_c1_seq1,tr|A0A0L8FLG4|A0A0L8FLG4_OCTBM,100.0,149,0,0,1153,1599,1,149,5.54e-81,"261
"
comp161212_c1_seq1,tr|A0A0L8FQ81|A0A0L8FQ81_OCTBM,100.0,67,0,0,1603,1803,1,67,1.91e-41,"145
"
comp102353_c0_seq1,tr|A0A0L8GE58|A0A0L8GE58_OCTBM,100.0,162,0,0,448,933,25,186,2.1e-81,"249
"
comp144332_c0_seq1,tr|A0A0L8FQK4|A0A0L8FQK4_OCTBM,99.545,220,1,0,1038,1697,4,223,9.65e-157,"454
"
comp144332_c0_seq1,tr|A0A0L8FQN4|A0A0L8FQN4_OCTBM,100.0,44,0,0,675,806,15,58,1.17e-23,"94.4
"
comp140607_c0_seq2,tr|A0A0L8H7X9|A0A0L8H7X9_OCTBM,100.0,313,0,0,332,1270,1,313,0.0,"648
"
comp100039_c0_seq1,tr|A0A0L8HHN1|A0A0L8HHN1_OCTBM,100.0,77,0,0,2293,2523,5,81,2.16e-32,"120
"
comp140199_c0_seq1,tr|A0A0L8IH86|A0A0L8IH86_OCTBM,100.0,340,0,0,78,1097,168,507,0.0,"694
"
comp51439_c0_seq1,tr|A0A0L8H0B7|A0A0L8H0B7_OCTBM,100.0,138,0,0,373,786,1,138,2.87e-103,"303
"
comp51439_c0_seq1,tr|A0A0L8GTA8|A0A0L8GTA8_OCTBM,100.0,88,0,0,106,369,144,231,8.84e-63,"199
"
comp144499_c0_seq1,tr|A0A0L8GFR5|A0A0L8GFR5_OCTBM,100.0,685,0,0,658,2712,3,687,0.0,"1359
"
comp144499_c0_seq1,tr|A0A0L8HQQ0|A0A0L8HQQ0_OCTBM,97.03,101,3,0,148,450,1,101,1.07e-61,"205
"
comp164563_c0_seq1,tr|A0A0L8I2K7|A0A0L8I2K7_OCTBM,100.0,1017,0,0,474,3524,2768,3784,0.0,"1974
"
comp112417_c0_seq2,tr|A0A0L8FTL9|A0A0L8FTL9_OCTBM,96.757,185,4,1,161,715,63,245,6.79e-115,"328
"
comp89427_c0_seq1,tr|A0A0L8HWK8|A0A0L8HWK8_OCTBM,100.0,418,0,0,1482,2735,1,418,0.0,"827
"
comp89427_c0_seq1,tr|A0A0L8HWM2|A0A0L8HWM2_OCTBM,100.0,373,0,0,261,1379,37,409,0.0,"789
"
comp124320_c0_seq1,tr|A0A0L8GYS5|A0A0L8GYS5_OCTBM,100.0,379,0,0,461,1597,1,379,0.0,"783
"
comp63407_c0_seq1,tr|A0A0L8H9X7|A0A0L8H9X7_OCTBM,99.792,480,1,0,612,2051,58,537,0.0,"824
"
comp2181479_c0_seq1,tr|A0A0L8GJA1|A0A0L8GJA1_OCTBM,100.0,251,0,0,2,754,1264,1514,1.13e-160,"488
"
comp1330624_c0_seq1,tr|A0A0L8GHS6|A0A0L8GHS6_OCTBM,100.0,248,0,0,28,771,330,577,3.59e-166,"472
"
comp163305_c0_seq5,tr|A0A0L8FXG8|A0A0L8FXG8_OCTBM,99.203,251,2,0,2008,2760,13,263,0.0,"532
"
comp163305_c0_seq5,tr|A0A0L8FZG7|A0A0L8FZG7_OCTBM,100.0,67,0,0,3113,3313,1,67,9.24e-39,"139
"
comp148897_c1_seq2,tr|A0A0L8GDV4|A0A0L8GDV4_OCTBM,100.0,159,0,0,1299,1775,1,159,6.23e-108,"330
"
comp150187_c1_seq4,tr|A0A0L8FS41|A0A0L8FS41_OCTBM,100.0,170,0,0,303,812,1,170,0.0,"279
"
comp150187_c1_seq4,tr|A0A0L8FS41|A0A0L8FS41_OCTBM,100.0,54,0,0,1411,1572,351,404,2.96e-16,"81.6
"
comp150187_c1_seq4,tr|A0A0L8H1Z3|A0A0L8H1Z3_OCTBM,99.625,267,1,0,1742,2542,879,1145,3.77e-86,"302
"
comp175352_c0_seq1,tr|A0A0L8H7F8|A0A0L8H7F8_OCTBM,97.98,297,6,0,144,1034,30,326,0.0,"593
"
comp175352_c0_seq1,tr|A0A0L8H7G2|A0A0L8H7G2_OCTBM,99.291,141,1,0,1449,1871,11,151,8.58e-96,"293
"
comp140745_c0_seq1,tr|A0A0L8H0U8|A0A0L8H0U8_OCTBM,100.0,91,0,0,3,275,12,102,5.48e-59,"186
"
comp142285_c0_seq1,tr|A0A0L8FT21|A0A0L8FT21_OCTBM,100.0,58,0,0,1,174,363,420,7.62e-33,"122
"
comp86786_c0_seq1,tr|A0A0L8HIT9|A0A0L8HIT9_OCTBM,99.747,395,1,0,69,1253,1,395,0.0,"811
"
comp105275_c0_seq1,tr|A0A0L8GBE1|A0A0L8GBE1_OCTBM,100.0,89,0,0,328,594,1,89,1.38e-60,"184
"
comp99917_c0_seq1,tr|A0A0L8G5B9|A0A0L8G5B9_OCTBM,100.0,618,0,0,693,2546,1,618,0.0,"1272
"
comp87288_c0_seq1,tr|A0A0L8HDZ4|A0A0L8HDZ4_OCTBM,100.0,219,0,0,931,1587,4,222,2.03e-139,"406
"
comp87288_c0_seq1,tr|A0A0L8H5U0|A0A0L8H5U0_OCTBM,99.187,123,1,0,787,1155,1,123,9.56e-83,"256
"
comp87288_c0_seq1,tr|A0A0L8H6T0|A0A0L8H6T0_OCTBM,98.413,63,1,0,557,745,1,63,1.12e-23,"94.4
"
comp162888_c0_seq2,tr|A0A0L8GM32|A0A0L8GM32_OCTBM,100.0,1321,0,0,600,4562,1,1321,0.0,"2481
"
comp77609_c0_seq2,tr|A0A0L8FJM5|A0A0L8FJM5_OCTBM,100.0,104,0,0,75,386,1,104,4.77e-71,"218
"
comp163009_c0_seq3,tr|A0A0L8G1J9|A0A0L8G1J9_OCTBM,100.0,130,0,0,1004,1393,1,130,1.94e-62,"208
"
comp163009_c0_seq3,tr|A0A0L8GZR1|A0A0L8GZR1_OCTBM,96.154,26,1,0,1400,1477,1,26,2.75e-08,"56.6
"
comp83557_c0_seq1,tr|A0A0L8I354|A0A0L8I354_OCTBM,100.0,78,0,0,375,608,1,78,1.91e-52,"164
"
comp194256_c0_seq1,tr|A0A0L8HF57|A0A0L8HF57_OCTBM,100.0,394,0,0,1290,109,1,394,0.0,"701
"
comp194256_c0_seq1,tr|A0A0L8HFA9|A0A0L8HFA9_OCTBM,100.0,287,0,0,1500,2360,1,287,0.0,"525
"
comp238258_c0_seq1,tr|A0A0L8II75|A0A0L8II75_OCTBM,100.0,312,0,0,169,1104,1,312,0.0,"563
"
comp98573_c0_seq1,tr|A0A0L8IBB9|A0A0L8IBB9_OCTBM,99.705,339,1,0,243,1259,35,373,0.0,"675
"
comp172209_c0_seq1,tr|A0A0L8HME7|A0A0L8HME7_OCTBM,100.0,475,0,0,141,1565,1,475,0.0,"886
"
comp169008_c0_seq1,tr|A0A0L8I8K8|A0A0L8I8K8_OCTBM,100.0,296,0,0,216,1103,1,296,0.0,"574
"
comp124846_c0_seq1,tr|A0A0L8GTK8|A0A0L8GTK8_OCTBM,100.0,1312,0,0,1,3936,301,1612,0.0,"2367
"
comp860876_c0_seq1,tr|A0A0L8G5Q1|A0A0L8G5Q1_OCTBM,100.0,546,0,0,63,1700,1,546,0.0,"1010
"
comp133577_c0_seq1,tr|A0A0L8FKS8|A0A0L8FKS8_OCTBM,100.0,625,0,0,699,2573,1,625,0.0,"1223
"
comp141322_c0_seq1,tr|A0A0L8FSK2|A0A0L8FSK2_OCTBM,99.771,875,2,0,95,2719,1,875,0.0,"1788
"
comp93478_c0_seq1,tr|A0A0L8HZ81|A0A0L8HZ81_OCTBM,100.0,478,0,0,608,2041,1,478,0.0,"889
"
comp49234_c0_seq1,tr|A0A0L8HGM6|A0A0L8HGM6_OCTBM,100.0,343,0,0,588,1616,1,343,0.0,"689
"
comp166432_c0_seq7,tr|A0A0L8GAJ4|A0A0L8GAJ4_OCTBM,96.133,181,7,0,1106,1648,1,181,8.84e-117,"363
"
comp166432_c0_seq7,tr|A0A0L8I2S5|A0A0L8I2S5_OCTBM,97.059,34,1,0,4502,4603,1,34,6.54e-14,"71.6
"
comp166432_c0_seq7,tr|A0A0L8HBF5|A0A0L8HBF5_OCTBM,96.094,128,5,0,836,1219,1,128,3.1e-78,"262
"
comp166432_c0_seq7,tr|A0A0L8FPJ9|A0A0L8FPJ9_OCTBM,96.46,113,4,0,836,1174,1,113,9.25e-70,"228
"
comp166432_c0_seq7,tr|A0A0L8FSH5|A0A0L8FSH5_OCTBM,100.0,60,0,0,4424,4603,1,60,3.94e-31,"121
"
comp166432_c0_seq7,tr|A0A0L8HZB8|A0A0L8HZB8_OCTBM,97.849,93,2,0,3794,4072,1,93,9.03e-58,"197
"
comp166432_c0_seq7,tr|A0A0L8I942|A0A0L8I942_OCTBM,95.745,94,4,0,1208,1489,1,94,3.42e-56,"189
"
comp166432_c0_seq7,tr|A0A0L8G2V2|A0A0L8G2V2_OCTBM,98.765,81,1,0,225,467,1,81,3.25e-49,"168
"
comp166432_c0_seq7,tr|A0A0L8HT20|A0A0L8HT20_OCTBM,97.297,74,2,0,4382,4603,1,74,1.89e-39,"143
"
comp166432_c0_seq7,tr|A0A0L8H8P8|A0A0L8H8P8_OCTBM,96.078,51,2,0,4598,4446,1,51,2.7e-24,"96.7
"
comp166432_c0_seq7,tr|A0A0L8H4T6|A0A0L8H4T6_OCTBM,100.0,46,0,0,1494,1357,4,49,4.55e-23,"93.2
"
comp152642_c0_seq1,tr|A0A0L8H8F8|A0A0L8H8F8_OCTBM,100.0,485,0,0,76,1530,1,485,0.0,"939
"
comp215123_c0_seq1,tr|A0A0L8GC51|A0A0L8GC51_OCTBM,100.0,636,0,0,87,1994,1,636,0.0,"1244
"
comp157808_c0_seq1,tr|A0A0L8G4N7|A0A0L8G4N7_OCTBM,100.0,136,0,0,116,523,1,136,2.91e-65,"213
"
comp158388_c0_seq5,tr|A0A0L8HBX3|A0A0L8HBX3_OCTBM,100.0,144,0,0,519,950,1,144,3.3e-100,"295
"
comp159754_c0_seq2,tr|A0A0L8GY53|A0A0L8GY53_OCTBM,98.525,1017,0,1,198,3248,1,1002,0.0,"1976
"
comp133384_c0_seq1,tr|A0A0L8H0J3|A0A0L8H0J3_OCTBM,100.0,239,0,0,88,804,1,239,4.6e-167,"466
"
comp164687_c1_seq3,tr|A0A0L8GRV1|A0A0L8GRV1_OCTBM,98.148,216,4,0,576,1223,1,216,4.85e-138,"414
"
comp164687_c1_seq3,tr|A0A0L8FRN3|A0A0L8FRN3_OCTBM,99.338,151,1,0,1311,1763,1,151,3.73e-89,"282
"
comp115989_c0_seq1,tr|A0A0L8GFP0|A0A0L8GFP0_OCTBM,99.034,207,2,0,29,649,709,915,1.9e-136,"424
"
comp100708_c0_seq1,tr|A0A0L8H2N6|A0A0L8H2N6_OCTBM,100.0,689,0,0,110,2176,1,689,0.0,"1219
"
comp130875_c0_seq1,tr|A0A0L8HN34|A0A0L8HN34_OCTBM,99.771,437,1,0,612,1922,1,437,0.0,"788
"
comp152697_c0_seq2,tr|A0A0L8G076|A0A0L8G076_OCTBM,99.711,346,0,1,1108,2142,1,346,0.0,"688
"
comp2986556_c0_seq1,tr|A0A0L8I5F9|A0A0L8I5F9_OCTBM,100.0,59,0,0,25,201,40,98,5.19e-40,"128
"
comp160754_c0_seq4,tr|A0A0L8GSX6|A0A0L8GSX6_OCTBM,97.959,539,11,0,1941,3557,1,539,0.0,"1001
"
comp160754_c0_seq4,tr|A0A0L8GTE2|A0A0L8GTE2_OCTBM,100.0,462,0,0,456,1841,1,462,0.0,"942
"
comp84608_c0_seq1,tr|A0A0L8HRT1|A0A0L8HRT1_OCTBM,100.0,131,0,0,436,828,1,131,1.08e-83,"249
"
comp164017_c0_seq1,tr|A0A0L8H705|A0A0L8H705_OCTBM,99.942,1731,1,0,25,5217,232,1962,0.0,"3434
"
comp70450_c0_seq1,tr|A0A0L8HIP0|A0A0L8HIP0_OCTBM,100.0,72,0,0,1707,1922,1,72,7.58e-31,"118
"
comp70450_c0_seq1,tr|A0A0L8HIM7|A0A0L8HIM7_OCTBM,100.0,23,0,0,291,359,1,23,8.15e-10,"53.9
"
comp70450_c0_seq1,tr|A0A0L8HJZ1|A0A0L8HJZ1_OCTBM,100.0,35,0,0,525,629,1,35,2.15e-09,"52.8
"
comp70450_c0_seq1,tr|A0A0L8HIN1|A0A0L8HIN1_OCTBM,100.0,26,0,0,738,815,1,26,3.8e-09,"52.0
"
comp70450_c0_seq1,tr|A0A0L8HIN5|A0A0L8HIN5_OCTBM,100.0,35,0,0,630,734,1,35,9.23e-07,"45.4
"
comp154370_c0_seq2,tr|A0A0L8HAV1|A0A0L8HAV1_OCTBM,100.0,507,0,0,1093,2613,1,507,0.0,"914
"
comp151836_c0_seq2,tr|A0A0L8HCS4|A0A0L8HCS4_OCTBM,100.0,249,0,0,1214,1960,5,253,1.16e-164,"475
"
comp151836_c0_seq2,tr|A0A0L8HYS8|A0A0L8HYS8_OCTBM,99.206,126,1,0,437,814,1,126,1.94e-83,"261
"
comp136474_c0_seq2,tr|A0A0L8HFX9|A0A0L8HFX9_OCTBM,100.0,152,0,0,1048,1503,1,152,2.08e-63,"203
"
comp155695_c0_seq1,tr|A0A0L8I0V9|A0A0L8I0V9_OCTBM,99.638,1105,2,1,751,4059,33,1137,0.0,"1987
"
comp155695_c0_seq1,tr|A0A0L8HKA8|A0A0L8HKA8_OCTBM,100.0,88,0,0,34,297,1,88,4.49e-45,"157
"
comp160855_c2_seq2,tr|A0A0L8IHC9|A0A0L8IHC9_OCTBM,100.0,302,0,0,445,1350,16,317,0.0,"630
"
comp101754_c0_seq1,tr|A0A0L8G1P4|A0A0L8G1P4_OCTBM,100.0,30,0,0,668,757,1,30,3.71e-15,"67.8
"
comp70024_c0_seq1,tr|A0A0L8I0M7|A0A0L8I0M7_OCTBM,98.864,88,1,0,260,523,1,88,7.49e-58,"184
"
comp70024_c0_seq1,tr|A0A0L8FR89|A0A0L8FR89_OCTBM,100.0,74,0,0,518,739,3,76,3.17e-46,"154
"
comp146419_c0_seq1,tr|A0A0L8IGV5|A0A0L8IGV5_OCTBM,99.703,674,0,1,239,2254,1,674,0.0,"1284
"
comp147317_c0_seq2,tr|A0A0L8HER1|A0A0L8HER1_OCTBM,99.457,184,1,0,800,1351,1,184,1.32e-133,"389
"
comp147317_c0_seq2,tr|A0A0L8HEJ4|A0A0L8HEJ4_OCTBM,100.0,47,0,0,533,673,1,47,4.88e-26,"100
"
comp147317_c0_seq2,tr|A0A0L8GHG2|A0A0L8GHG2_OCTBM,100.0,37,0,0,422,532,1,37,6.56e-20,"82.8
"
comp204491_c0_seq1,tr|A0A0L8G5Y4|A0A0L8G5Y4_OCTBM,100.0,759,0,0,862,3138,1,759,0.0,"1399
"
comp100281_c0_seq1,tr|A0A0L8GY49|A0A0L8GY49_OCTBM,100.0,145,0,0,314,748,1,145,4.46e-95,"296
"
comp149385_c0_seq1,tr|A0A0L8FJ14|A0A0L8FJ14_OCTBM,95.402,87,4,0,2,262,514,600,1.65e-51,"169
"
comp133215_c0_seq2,tr|A0A0L8GU70|A0A0L8GU70_OCTBM,99.558,226,1,0,81,758,1,226,1.79e-161,"452
"
comp133215_c0_seq2,tr|A0A0L8GGR6|A0A0L8GGR6_OCTBM,100.0,99,0,0,776,1072,1,99,5.13e-66,"204
"
comp169549_c0_seq1,tr|A0A0L8GZE2|A0A0L8GZE2_OCTBM,100.0,104,0,0,270,581,3,106,7.15e-72,"218
"
comp102912_c0_seq2,tr|A0A0L8ICT6|A0A0L8ICT6_OCTBM,98.184,826,1,1,122,2557,1,826,0.0,"1588
"
comp167885_c0_seq1,tr|A0A0L8GZI5|A0A0L8GZI5_OCTBM,100.0,225,0,0,101,775,1,225,2.81e-157,"436
"
comp145302_c0_seq1,tr|A0A0L8FTK1|A0A0L8FTK1_OCTBM,100.0,500,0,0,214,1713,1,500,0.0,"859
"
comp145302_c0_seq1,tr|A0A0L8FSN5|A0A0L8FSN5_OCTBM,100.0,28,0,0,2093,2176,1,28,1.44e-11,"60.1
"
comp96734_c0_seq1,tr|A0A0L8GLA8|A0A0L8GLA8_OCTBM,100.0,411,0,0,678,1910,1,411,0.0,"806
"
comp74910_c0_seq1,tr|A0A0L8GB68|A0A0L8GB68_OCTBM,100.0,551,0,0,389,2041,1,551,0.0,"1145
"
comp138551_c0_seq1,tr|A0A0L8HJ73|A0A0L8HJ73_OCTBM,100.0,428,0,0,497,1780,1,428,0.0,"887
"
comp135446_c2_seq1,tr|A0A0L8I0U9|A0A0L8I0U9_OCTBM,100.0,197,0,0,453,1043,25,221,4.48e-132,"382
"
comp163279_c0_seq1,tr|A0A0L8I375|A0A0L8I375_OCTBM,96.117,2112,19,6,236,6568,1,2050,0.0,"3813
"
comp163495_c0_seq1,tr|A0A0L8HGS9|A0A0L8HGS9_OCTBM,97.963,491,10,0,937,2409,15,505,0.0,"897
"
comp163495_c0_seq1,tr|A0A0L8HHR5|A0A0L8HHR5_OCTBM,100.0,78,0,0,427,194,1,78,2.46e-48,"165
"
comp145043_c0_seq2,tr|A0A0L8GQX5|A0A0L8GQX5_OCTBM,99.868,759,1,0,242,2518,1,759,0.0,"1554
"
comp146537_c0_seq2,tr|A0A0L8FKU4|A0A0L8FKU4_OCTBM,98.644,295,4,0,288,1172,1,295,0.0,"603
"
comp728119_c0_seq1,tr|A0A0L8H467|A0A0L8H467_OCTBM,100.0,216,0,0,3,650,347,562,9.74e-163,"461
"
comp148062_c0_seq2,tr|A0A0L8HNE9|A0A0L8HNE9_OCTBM,99.821,558,1,0,115,1788,1,558,0.0,"1134
"
comp154749_c0_seq1,tr|A0A0L8H176|A0A0L8H176_OCTBM,100.0,2554,0,0,718,8379,1,2554,0.0,"4876
"
comp148940_c0_seq2,tr|A0A0L8FNR3|A0A0L8FNR3_OCTBM,100.0,410,0,0,107,1336,1,410,0.0,"850
"
comp55240_c0_seq1,tr|A0A0L8H151|A0A0L8H151_OCTBM,100.0,49,0,0,753,899,1,49,1.37e-25,"104
"
comp134444_c0_seq1,tr|A0A0L8I5M3|A0A0L8I5M3_OCTBM,99.609,256,1,0,82,849,1,256,0.0,"536
"
comp133693_c0_seq1,tr|A0A0L8HZR8|A0A0L8HZR8_OCTBM,95.324,941,1,2,135,2957,1,898,0.0,"1758
"
comp161655_c0_seq1,tr|A0A0L8GIF4|A0A0L8GIF4_OCTBM,100.0,170,0,0,192,701,1,170,1.26e-118,"344
"
comp166412_c2_seq17,tr|A0A0L8HG34|A0A0L8HG34_OCTBM,97.802,91,2,0,705,977,1,91,7.02e-55,"185
"
comp170770_c0_seq1,tr|A0A0L8GM42|A0A0L8GM42_OCTBM,100.0,330,0,0,474,1463,1,330,0.0,"637
"
comp164429_c1_seq1,tr|A0A0L8FHX3|A0A0L8FHX3_OCTBM,99.922,1286,1,0,462,4319,1,1286,0.0,"2357
"
comp166803_c0_seq1,tr|A0A0L8H8F7|A0A0L8H8F7_OCTBM,99.951,2027,1,0,3715,9795,1,2027,0.0,"4157
"
comp166803_c0_seq1,tr|A0A0L8H7W1|A0A0L8H7W1_OCTBM,99.891,915,1,0,460,3204,1,915,0.0,"1913
"
comp166803_c0_seq1,tr|A0A0L8H7V5|A0A0L8H7V5_OCTBM,99.333,300,2,0,9829,10728,1,300,0.0,"624
"
comp174818_c0_seq1,tr|A0A0L8GJE4|A0A0L8GJE4_OCTBM,100.0,338,0,0,62,1075,477,814,0.0,"623
"
comp139281_c0_seq4,tr|A0A0L8G224|A0A0L8G224_OCTBM,100.0,498,0,0,1310,2803,1,498,0.0,"1043
"
comp139281_c0_seq4,tr|A0A0L8FF50|A0A0L8FF50_OCTBM,100.0,125,0,0,620,994,1,125,1.31e-44,"156
"
comp135887_c0_seq1,tr|A0A0L8GTR4|A0A0L8GTR4_OCTBM,99.753,405,1,0,294,1508,1,405,0.0,"810
"
comp113876_c0_seq2,tr|A0A0L8GAT0|A0A0L8GAT0_OCTBM,100.0,341,0,0,153,1175,24,364,0.0,"706
"
comp137460_c0_seq1,tr|A0A0L8GRW1|A0A0L8GRW1_OCTBM,100.0,292,0,0,966,1841,1,292,3.43e-178,"507
"
comp137460_c0_seq1,tr|A0A0L8GQK9|A0A0L8GQK9_OCTBM,100.0,29,0,0,876,962,1,29,2.09e-13,"63.9
"
comp150405_c2_seq2,tr|A0A0L8FR84|A0A0L8FR84_OCTBM,100.0,266,0,0,303,1100,1,266,0.0,"554
"
comp141863_c0_seq1,tr|A0A0L8FP27|A0A0L8FP27_OCTBM,100.0,353,0,0,725,1783,1,353,0.0,"743
"
comp147557_c0_seq1,tr|A0A0L8HV17|A0A0L8HV17_OCTBM,99.93,1432,1,0,333,4628,1,1432,0.0,"2981
"
comp147557_c0_seq1,tr|A0A0L8FRL2|A0A0L8FRL2_OCTBM,100.0,45,0,0,168,302,1,45,1.89e-22,"91.3
"
comp132363_c0_seq1,tr|A0A0L8FSW1|A0A0L8FSW1_OCTBM,100.0,1534,0,0,36,4637,162,1695,0.0,"2873
"
comp167701_c0_seq1,tr|A0A0L8FTY1|A0A0L8FTY1_OCTBM,100.0,370,0,0,266,1375,1,370,0.0,"686
"
comp156542_c0_seq3,tr|A0A0L8FHD7|A0A0L8FHD7_OCTBM,100.0,737,0,0,374,2584,1,737,0.0,"1500
"
comp157370_c0_seq1,tr|A0A0L8I6A9|A0A0L8I6A9_OCTBM,99.454,183,1,0,2472,3020,211,393,1.1e-107,"346
"
comp157370_c0_seq1,tr|A0A0L8I6A9|A0A0L8I6A9_OCTBM,100.0,148,0,0,2028,2471,1,148,6.91e-94,"308
"
comp137557_c0_seq3,tr|A0A0L8G413|A0A0L8G413_OCTBM,100.0,240,0,0,330,1049,49,288,1.5e-174,"506
"
comp153755_c0_seq2,tr|A0A0L8H4U1|A0A0L8H4U1_OCTBM,99.656,291,0,1,489,1358,1,291,0.0,"588
"
comp240526_c0_seq1,tr|A0A0L8FYE3|A0A0L8FYE3_OCTBM,100.0,198,0,0,2,595,402,599,4.38e-141,"420
"
comp165551_c8_seq1,tr|A0A0L8G0K5|A0A0L8G0K5_OCTBM,100.0,234,0,0,1771,2472,1,234,3.12e-149,"443
"
comp165551_c8_seq1,tr|A0A0L8G0T9|A0A0L8G0T9_OCTBM,100.0,102,0,0,1306,1001,1,102,8.79e-66,"216
"
comp165551_c8_seq1,tr|A0A0L8HSI6|A0A0L8HSI6_OCTBM,100.0,89,0,0,272,538,1,89,6.65e-56,"187
"
comp1774108_c0_seq1,tr|A0A0L8FZL1|A0A0L8FZL1_OCTBM,100.0,306,0,0,531,1448,1,306,0.0,"592
"
comp1774108_c0_seq1,tr|A0A0L8FZ60|A0A0L8FZ60_OCTBM,100.0,57,0,0,3,173,277,333,1.59e-28,"115
"
comp157819_c0_seq3,tr|A0A0L8H9J0|A0A0L8H9J0_OCTBM,100.0,387,0,0,340,1500,1,387,0.0,"765
"
comp100922_c0_seq2,tr|A0A0L8G3X7|A0A0L8G3X7_OCTBM,100.0,705,0,0,1540,3654,4,708,0.0,"1238
"
comp160747_c0_seq1,tr|A0A0L8H225|A0A0L8H225_OCTBM,100.0,520,0,0,210,1769,1,520,0.0,"1075
"
comp136035_c0_seq1,tr|A0A0L8GEA4|A0A0L8GEA4_OCTBM,100.0,724,0,0,476,2647,1,724,0.0,"1142
"
comp157124_c1_seq1,tr|A0A0L8FZH4|A0A0L8FZH4_OCTBM,100.0,624,0,0,191,2062,1,624,0.0,"1293
"
comp159850_c1_seq1,tr|A0A0L8GU95|A0A0L8GU95_OCTBM,100.0,329,0,0,980,1966,1,329,0.0,"653
"
comp168026_c0_seq1,tr|A0A0L8GSV1|A0A0L8GSV1_OCTBM,99.785,465,1,0,97,1491,1,465,0.0,"934
"
comp187891_c0_seq1,tr|A0A0L8GJR1|A0A0L8GJR1_OCTBM,98.99,99,1,0,590,886,1,99,5.2e-65,"204
"
comp153824_c0_seq3,tr|A0A0L8H307|A0A0L8H307_OCTBM,100.0,520,0,0,1984,3543,529,1048,0.0,"983
"
comp69405_c0_seq1,tr|A0A0L8GA07|A0A0L8GA07_OCTBM,100.0,537,0,0,155,1765,1,537,0.0,"1073
"
comp159253_c0_seq1,tr|A0A0L8FQG1|A0A0L8FQG1_OCTBM,100.0,1144,0,0,227,3658,1,1144,0.0,"2389
"
comp2222052_c0_seq1,tr|A0A0L8HXG9|A0A0L8HXG9_OCTBM,100.0,102,0,0,412,717,1,102,6.28e-69,"209
"
comp2222052_c0_seq1,tr|A0A0L8HXM1|A0A0L8HXM1_OCTBM,100.0,38,0,0,865,978,1,38,1.68e-18,"79.0
"
comp99438_c0_seq1,tr|A0A0L8HKR1|A0A0L8HKR1_OCTBM,100.0,76,0,0,97,324,255,330,2.98e-48,"161
"
comp217249_c0_seq1,tr|A0A0L8FM23|A0A0L8FM23_OCTBM,100.0,182,0,0,2,547,34,215,5.3e-134,"376
"
comp160025_c0_seq2,tr|A0A0L8FPA2|A0A0L8FPA2_OCTBM,98.812,421,1,1,163,1425,1,417,0.0,"802
"
comp143037_c0_seq2,tr|A0A0L8HF08|A0A0L8HF08_OCTBM,100.0,1200,0,0,130,3729,1,1200,0.0,"2366
"
comp82224_c0_seq1,tr|A0A0L8IDY6|A0A0L8IDY6_OCTBM,100.0,205,0,0,192,806,1,205,4.56e-147,"416
"
comp147580_c0_seq1,tr|A0A0L8I2C9|A0A0L8I2C9_OCTBM,100.0,468,0,0,709,2112,1,468,0.0,"892
"
comp150280_c0_seq1,tr|A0A0L8HPB6|A0A0L8HPB6_OCTBM,99.524,210,1,0,919,1548,1,210,2.76e-133,"385
"
comp165699_c0_seq3,tr|A0A0L8FRH7|A0A0L8FRH7_OCTBM,100.0,561,0,0,1114,2796,1,561,0.0,"1164
"
comp165699_c0_seq3,tr|A0A0L8FGK3|A0A0L8FGK3_OCTBM,100.0,366,0,0,3034,4131,1,366,0.0,"698
"
comp165699_c0_seq3,tr|A0A0L8H1X9|A0A0L8H1X9_OCTBM,99.62,263,1,0,220,1008,1,263,1.92e-146,"454
"
comp106810_c0_seq1,tr|A0A0L8FZ41|A0A0L8FZ41_OCTBM,100.0,373,0,0,445,1563,1,373,0.0,"784
"
comp160637_c0_seq1,tr|A0A0L8HYB6|A0A0L8HYB6_OCTBM,100.0,258,0,0,152,925,1,258,1.68e-180,"509
"
comp162472_c0_seq1,tr|A0A0L8G866|A0A0L8G866_OCTBM,99.522,209,1,0,497,1123,3,211,1.17e-153,"442
"
comp164561_c0_seq6,tr|A0A0L8FUK3|A0A0L8FUK3_OCTBM,100.0,111,0,0,1770,2102,1,111,2.18e-61,"201
"
comp164561_c0_seq6,tr|A0A0L8H411|A0A0L8H411_OCTBM,98.99,99,1,0,1173,1469,354,452,1.4e-60,"211
"
comp174227_c0_seq1,tr|A0A0L8HFG6|A0A0L8HFG6_OCTBM,100.0,401,0,0,393,1595,1,401,0.0,"806
"
comp101392_c0_seq1,tr|A0A0L8FUJ7|A0A0L8FUJ7_OCTBM,100.0,465,0,0,1157,2551,1,465,0.0,"900
"
comp101392_c0_seq1,tr|A0A0L8HM92|A0A0L8HM92_OCTBM,100.0,138,0,0,638,225,1,138,1.93e-76,"246
"
comp161097_c1_seq3,tr|A0A0L8FK84|A0A0L8FK84_OCTBM,99.465,561,3,0,108,1790,1,561,0.0,"1113
"
comp85560_c0_seq1,tr|A0A0L8FPS9|A0A0L8FPS9_OCTBM,100.0,155,0,0,103,567,1,155,1.08e-94,"275
"
